Frame,Width,Height,adm2,motion2,ms_ssim,psnr,ssim,vif_scale0,vif_scale1,vif_scale2,vif_scale3,vmaf,
1836,1920,1080,1.0000,4.7913,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1837,1920,1080,1.0000,4.7356,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1838,1920,1080,1.0000,4.7356,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1839,1920,1080,1.0000,4.8160,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1840,1920,1080,1.0000,4.8160,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1841,1920,1080,1.0000,4.9076,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1842,1920,1080,1.0000,4.9307,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1843,1920,1080,1.0000,4.9307,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1844,1920,1080,1.0000,5.2345,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1845,1920,1080,1.0000,5.5540,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1846,1920,1080,1.0000,6.7656,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1847,1920,1080,1.0000,7.8339,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1848,1920,1080,1.0000,8.7571,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1849,1920,1080,1.0000,9.4877,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1850,1920,1080,1.0000,9.9394,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1851,1920,1080,1.0000,10.0656,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1852,1920,1080,1.0000,9.9004,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1853,1920,1080,1.0000,9.7439,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1854,1920,1080,1.0000,9.1372,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1855,1920,1080,1.0000,8.8174,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1856,1920,1080,1.0000,8.2488,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1857,1920,1080,1.0000,7.8694,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1858,1920,1080,1.0000,7.0823,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1859,1920,1080,1.0000,6.9889,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1860,1920,1080,1.0000,6.6388,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1861,1920,1080,1.0000,6.4002,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1862,1920,1080,1.0000,6.0152,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1863,1920,1080,1.0000,5.9721,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1864,1920,1080,1.0000,5.9535,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1865,1920,1080,1.0000,5.9535,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1866,1920,1080,1.0000,7.3615,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1867,1920,1080,1.0000,7.3511,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1868,1920,1080,1.0000,6.7986,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1869,1920,1080,1.0000,6.7986,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1870,1920,1080,1.0000,6.8473,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1871,1920,1080,1.0000,7.5908,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1872,1920,1080,1.0000,8.0155,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1873,1920,1080,1.0000,7.5268,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1874,1920,1080,1.0000,6.9044,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1875,1920,1080,1.0000,6.4625,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1876,1920,1080,1.0000,5.9128,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1877,1920,1080,1.0000,5.8063,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1878,1920,1080,1.0000,5.8063,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1879,1920,1080,1.0000,5.8338,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1880,1920,1080,1.0000,5.9215,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1881,1920,1080,1.0000,7.1113,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1882,1920,1080,1.0000,7.4469,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1883,1920,1080,1.0000,8.4954,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1884,1920,1080,1.0000,8.7706,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1885,1920,1080,1.0000,8.9728,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1886,1920,1080,1.0000,9.1983,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1887,1920,1080,1.0000,9.1473,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1888,1920,1080,1.0000,9.1473,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1889,1920,1080,1.0000,9.1095,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1890,1920,1080,1.0000,8.6191,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1891,1920,1080,1.0000,8.6191,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1892,1920,1080,1.0000,8.2687,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1893,1920,1080,1.0000,7.2307,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1894,1920,1080,1.0000,6.5591,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1895,1920,1080,1.0000,6.2465,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1896,1920,1080,1.0000,5.7364,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1897,1920,1080,1.0000,5.4030,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1898,1920,1080,1.0000,5.2827,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1899,1920,1080,1.0000,5.2827,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1900,1920,1080,1.0000,5.4713,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1901,1920,1080,1.0000,5.7772,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1902,1920,1080,1.0000,6.4653,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1903,1920,1080,1.0000,7.1387,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1904,1920,1080,1.0000,7.4041,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1905,1920,1080,1.0000,10.0401,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1906,1920,1080,1.0000,9.4445,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1907,1920,1080,1.0000,9.4445,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1908,1920,1080,1.0000,9.8824,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1909,1920,1080,1.0000,10.1685,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1910,1920,1080,1.0000,9.6022,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1911,1920,1080,1.0000,8.8831,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1912,1920,1080,1.0000,8.7719,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1913,1920,1080,1.0000,8.7719,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1914,1920,1080,1.0000,9.1539,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1915,1920,1080,1.0000,9.5017,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1916,1920,1080,1.0000,10.7987,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1917,1920,1080,1.0000,11.7761,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1918,1920,1080,1.0000,7.8760,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1919,1920,1080,1.0000,7.4740,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1920,1920,1080,1.0000,7.4740,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1921,1920,1080,1.0000,7.5679,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1922,1920,1080,1.0000,7.7784,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1923,1920,1080,1.0000,7.4527,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1924,1920,1080,1.0000,7.1251,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1925,1920,1080,1.0000,6.7233,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1926,1920,1080,1.0000,6.6659,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1927,1920,1080,1.0000,6.6659,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1928,1920,1080,1.0000,6.9300,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1929,1920,1080,1.0000,8.4624,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1930,1920,1080,1.0000,7.9297,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1931,1920,1080,1.0000,7.9297,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1932,1920,1080,1.0000,8.0429,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1933,1920,1080,1.0000,8.2310,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1934,1920,1080,1.0000,8.2189,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1935,1920,1080,1.0000,6.1848,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1936,1920,1080,1.0000,6.1848,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1937,1920,1080,1.0000,6.7639,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1938,1920,1080,1.0000,6.2252,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1939,1920,1080,1.0000,6.0065,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1940,1920,1080,1.0000,5.5870,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1941,1920,1080,1.0000,5.4883,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1942,1920,1080,1.0000,5.4883,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1943,1920,1080,1.0000,5.3460,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1944,1920,1080,1.0000,5.3460,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1945,1920,1080,1.0000,7.0859,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1946,1920,1080,1.0000,7.0538,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1947,1920,1080,1.0000,6.9779,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1948,1920,1080,1.0000,6.9735,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1949,1920,1080,1.0000,6.9735,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1950,1920,1080,1.0000,7.0176,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1951,1920,1080,1.0000,7.0176,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1952,1920,1080,1.0000,7.0614,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1953,1920,1080,1.0000,7.0614,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1954,1920,1080,1.0000,7.2359,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1955,1920,1080,1.0000,7.1723,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1956,1920,1080,1.0000,7.1723,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1957,1920,1080,1.0000,5.7355,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1958,1920,1080,1.0000,5.6877,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1959,1920,1080,1.0000,5.6356,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1960,1920,1080,1.0000,5.6356,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1961,1920,1080,1.0000,5.8998,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1962,1920,1080,1.0000,5.9698,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1963,1920,1080,1.0000,6.0215,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1964,1920,1080,1.0000,5.9852,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1965,1920,1080,1.0000,5.9852,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1966,1920,1080,1.0000,6.0793,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1967,1920,1080,1.0000,6.1499,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1968,1920,1080,1.0000,6.1457,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1969,1920,1080,1.0000,6.1457,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1970,1920,1080,1.0000,6.2873,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1971,1920,1080,1.0000,6.2855,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1972,1920,1080,1.0000,6.2855,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1973,1920,1080,1.0000,6.5196,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1974,1920,1080,1.0000,6.5959,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1975,1920,1080,1.0000,6.7103,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1976,1920,1080,1.0000,6.8602,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1977,1920,1080,1.0000,7.1253,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1978,1920,1080,1.0000,7.1253,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1979,1920,1080,1.0000,7.1420,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1980,1920,1080,1.0000,7.4300,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1981,1920,1080,1.0000,7.4300,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1982,1920,1080,1.0000,7.4342,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1983,1920,1080,1.0000,7.4342,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1984,1920,1080,1.0000,7.2408,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1985,1920,1080,1.0000,6.7383,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1986,1920,1080,1.0000,6.7383,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1987,1920,1080,1.0000,7.2277,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1988,1920,1080,1.0000,7.3277,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1989,1920,1080,1.0000,7.3277,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1990,1920,1080,1.0000,7.5784,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1991,1920,1080,1.0000,7.5784,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1992,1920,1080,1.0000,7.8374,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1993,1920,1080,1.0000,7.8945,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1994,1920,1080,1.0000,7.3012,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1995,1920,1080,1.0000,7.3012,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1996,1920,1080,1.0000,7.8683,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1997,1920,1080,1.0000,7.0783,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1998,1920,1080,1.0000,7.0783,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
1999,1920,1080,1.0000,7.0346,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2000,1920,1080,1.0000,6.9727,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2001,1920,1080,1.0000,6.9727,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2002,1920,1080,1.0000,6.9834,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2003,1920,1080,1.0000,6.9834,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2004,1920,1080,1.0000,7.3150,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2005,1920,1080,1.0000,7.3150,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2006,1920,1080,1.0000,7.4415,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2007,1920,1080,1.0000,8.3685,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2008,1920,1080,1.0000,8.4894,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2009,1920,1080,1.0000,8.4894,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2010,1920,1080,1.0000,9.1810,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2011,1920,1080,1.0000,10.3266,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2012,1920,1080,1.0000,10.2707,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2013,1920,1080,1.0000,9.6334,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2014,1920,1080,1.0000,9.6334,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2015,1920,1080,1.0000,10.0922,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2016,1920,1080,1.0000,9.0319,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2017,1920,1080,1.0000,9.0319,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2018,1920,1080,1.0000,8.6022,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2019,1920,1080,1.0000,8.6022,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2020,1920,1080,1.0000,8.8375,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2021,1920,1080,1.0000,8.9590,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2022,1920,1080,1.0000,8.5518,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2023,1920,1080,1.0000,7.8316,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2024,1920,1080,1.0000,7.6564,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2025,1920,1080,1.0000,7.5913,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2026,1920,1080,1.0000,7.5913,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2027,1920,1080,1.0000,7.5742,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2028,1920,1080,1.0000,7.5742,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2029,1920,1080,1.0000,7.7839,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2030,1920,1080,1.0000,8.0454,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2031,1920,1080,1.0000,9.3720,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2032,1920,1080,1.0000,9.6860,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2033,1920,1080,1.0000,10.0118,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2034,1920,1080,1.0000,10.0118,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2035,1920,1080,1.0000,10.1467,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2036,1920,1080,1.0000,10.0401,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2037,1920,1080,1.0000,10.0401,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2038,1920,1080,1.0000,10.5985,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2039,1920,1080,1.0000,10.7382,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2040,1920,1080,1.0000,10.7382,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2041,1920,1080,1.0000,16.8655,0.9998,72.0000,0.9998,1.0000,1.0000,1.0000,1.0000,100.0000,
2042,1920,1080,1.0000,16.8655,0.9999,72.0000,0.9999,1.0000,1.0000,1.0000,1.0000,100.0000,
2043,1920,1080,1.0000,17.0078,0.9999,72.0000,0.9999,1.0000,1.0000,1.0000,1.0000,100.0000,
2044,1920,1080,1.0000,17.8562,0.9999,72.0000,0.9999,1.0000,1.0000,1.0000,1.0000,100.0000,
2045,1920,1080,1.0000,16.5696,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2046,1920,1080,1.0000,15.9547,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2047,1920,1080,1.0000,15.9547,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2048,1920,1080,1.0000,14.8593,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2049,1920,1080,1.0000,14.2776,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2050,1920,1080,1.0000,13.3068,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2051,1920,1080,1.0000,12.5555,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2052,1920,1080,1.0000,11.9163,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2053,1920,1080,1.0000,11.2754,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2054,1920,1080,1.0000,10.5022,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2055,1920,1080,1.0000,9.9847,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2056,1920,1080,1.0000,9.3461,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2057,1920,1080,1.0000,9.3461,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2058,1920,1080,1.0000,8.7486,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2059,1920,1080,1.0000,8.7486,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2060,1920,1080,1.0000,8.7982,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2061,1920,1080,1.0000,8.9725,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2062,1920,1080,1.0000,8.9725,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2063,1920,1080,1.0000,9.1298,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2064,1920,1080,1.0000,9.1298,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2065,1920,1080,1.0000,9.1183,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2066,1920,1080,1.0000,9.1183,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
2067,1920,1080,1.0000,9.1497,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
