Frame,Width,Height,adm2,motion2,ms_ssim,psnr,ssim,vif_scale0,vif_scale1,vif_scale2,vif_scale3,vmaf,
633,1920,1080,1.0000,7.2267,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
634,1920,1080,1.0000,6.9334,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
635,1920,1080,1.0000,6.4473,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
636,1920,1080,1.0000,6.0179,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
637,1920,1080,1.0000,5.9227,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
638,1920,1080,1.0000,5.9227,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
639,1920,1080,1.0000,6.0898,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
640,1920,1080,1.0000,6.1240,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
641,1920,1080,1.0000,6.2958,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
642,1920,1080,1.0000,6.2958,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
643,1920,1080,1.0000,6.2795,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
644,1920,1080,1.0000,6.2795,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
645,1920,1080,1.0000,6.3095,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
646,1920,1080,1.0000,6.3813,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
647,1920,1080,1.0000,6.3498,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
648,1920,1080,1.0000,6.3498,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
649,1920,1080,1.0000,6.4949,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
650,1920,1080,1.0000,6.5927,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
651,1920,1080,1.0000,6.7382,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
652,1920,1080,1.0000,6.7827,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
653,1920,1080,1.0000,6.9259,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
654,1920,1080,1.0000,7.1298,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
655,1920,1080,1.0000,7.3391,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
656,1920,1080,1.0000,7.4136,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
657,1920,1080,1.0000,7.5526,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
658,1920,1080,1.0000,7.5751,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
659,1920,1080,1.0000,7.6165,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
660,1920,1080,1.0000,7.8569,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
661,1920,1080,1.0000,8.0877,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
662,1920,1080,1.0000,8.3612,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
663,1920,1080,1.0000,8.6335,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
664,1920,1080,1.0000,8.9728,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
665,1920,1080,1.0000,9.1048,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
666,1920,1080,1.0000,9.4638,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
667,1920,1080,1.0000,9.6696,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
668,1920,1080,1.0000,9.5784,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
669,1920,1080,1.0000,9.5784,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
670,1920,1080,1.0000,9.4840,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
671,1920,1080,1.0000,9.4166,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
672,1920,1080,1.0000,9.4166,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
673,1920,1080,1.0000,9.5167,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
674,1920,1080,1.0000,9.5167,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
675,1920,1080,1.0000,9.7816,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
676,1920,1080,1.0000,9.8839,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
677,1920,1080,1.0000,9.6672,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
678,1920,1080,1.0000,9.3354,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
679,1920,1080,1.0000,9.3354,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
680,1920,1080,1.0000,9.1757,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
681,1920,1080,1.0000,9.0860,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
682,1920,1080,1.0000,8.6744,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
683,1920,1080,1.0000,8.5750,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
684,1920,1080,1.0000,8.5750,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
685,1920,1080,1.0000,8.4892,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
686,1920,1080,1.0000,8.4892,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
687,1920,1080,1.0000,8.4964,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
688,1920,1080,1.0000,8.6038,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
689,1920,1080,1.0000,10.7643,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
690,1920,1080,1.0000,10.5533,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
691,1920,1080,1.0000,10.5533,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
692,1920,1080,1.0000,10.8526,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
693,1920,1080,1.0000,12.1717,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
694,1920,1080,1.0000,12.3767,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
695,1920,1080,1.0000,12.0352,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
696,1920,1080,1.0000,12.0352,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
697,1920,1080,1.0000,12.0580,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
698,1920,1080,1.0000,12.7485,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
699,1920,1080,1.0000,12.7485,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
700,1920,1080,1.0000,13.6582,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
701,1920,1080,1.0000,14.2431,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
702,1920,1080,1.0000,15.0407,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
703,1920,1080,1.0000,15.0407,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
704,1920,1080,1.0000,16.8391,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
705,1920,1080,1.0000,16.6484,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
706,1920,1080,1.0000,16.6484,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
707,1920,1080,1.0000,17.0480,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
708,1920,1080,1.0000,17.0480,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
709,1920,1080,1.0000,17.0663,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
710,1920,1080,1.0000,17.1711,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
711,1920,1080,1.0000,17.1711,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
712,1920,1080,1.0000,17.6568,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
713,1920,1080,1.0000,18.9807,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
714,1920,1080,1.0000,21.7282,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
715,1920,1080,1.0000,26.1151,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
716,1920,1080,1.0000,32.4645,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
717,1920,1080,1.0000,35.5538,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
718,1920,1080,1.0000,17.6155,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
719,1920,1080,1.0000,11.2102,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
720,1920,1080,1.0000,11.2102,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
721,1920,1080,1.0000,15.8963,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
722,1920,1080,1.0000,10.3114,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
723,1920,1080,1.0000,9.6289,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
724,1920,1080,1.0000,9.6289,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
725,1920,1080,1.0000,9.8611,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
726,1920,1080,1.0000,9.5594,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
727,1920,1080,1.0000,9.2674,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
728,1920,1080,1.0000,9.2674,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
729,1920,1080,1.0000,9.6078,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
730,1920,1080,1.0000,9.6430,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
731,1920,1080,1.0000,10.0401,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
732,1920,1080,1.0000,10.0546,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
733,1920,1080,1.0000,10.4586,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
734,1920,1080,1.0000,10.4586,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
735,1920,1080,1.0000,11.3545,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
736,1920,1080,1.0000,11.7952,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
737,1920,1080,1.0000,11.8665,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
738,1920,1080,1.0000,11.9466,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
739,1920,1080,1.0000,11.9466,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
740,1920,1080,1.0000,12.0766,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
741,1920,1080,1.0000,12.1068,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
742,1920,1080,1.0000,12.4193,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
743,1920,1080,1.0000,12.7860,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
744,1920,1080,1.0000,12.7860,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
745,1920,1080,1.0000,13.7698,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
746,1920,1080,1.0000,14.5582,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
747,1920,1080,1.0000,15.6779,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
748,1920,1080,1.0000,17.0662,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
749,1920,1080,1.0000,17.0662,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
750,1920,1080,1.0000,18.2455,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
751,1920,1080,1.0000,17.9037,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
752,1920,1080,1.0000,17.9037,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
753,1920,1080,1.0000,18.0876,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
754,1920,1080,1.0000,18.0876,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
755,1920,1080,1.0000,20.6457,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
756,1920,1080,1.0000,16.1973,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
757,1920,1080,1.0000,16.1973,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
758,1920,1080,1.0000,15.7646,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
759,1920,1080,1.0000,15.7646,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
760,1920,1080,1.0000,20.9577,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
761,1920,1080,1.0000,18.0435,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
762,1920,1080,1.0000,18.0435,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
763,1920,1080,1.0000,19.1558,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
764,1920,1080,1.0000,19.3435,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
765,1920,1080,1.0000,20.3275,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
766,1920,1080,1.0000,19.7091,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
767,1920,1080,1.0000,19.7091,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
768,1920,1080,1.0000,21.2650,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
769,1920,1080,1.0000,21.2650,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
770,1920,1080,1.0000,21.7612,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
771,1920,1080,1.0000,22.0315,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
772,1920,1080,1.0000,17.5433,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
773,1920,1080,1.0000,17.5433,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
774,1920,1080,1.0000,19.1447,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
775,1920,1080,1.0000,19.1447,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
776,1920,1080,1.0000,19.4784,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
777,1920,1080,1.0000,20.7844,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
778,1920,1080,1.0000,16.8512,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
779,1920,1080,1.0000,15.9088,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
780,1920,1080,1.0000,15.3403,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
781,1920,1080,1.0000,15.1549,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
782,1920,1080,1.0000,15.1549,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
783,1920,1080,1.0000,15.6414,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
784,1920,1080,1.0000,15.4364,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
785,1920,1080,1.0000,15.4285,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
786,1920,1080,1.0000,15.4285,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
787,1920,1080,1.0000,16.6950,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
788,1920,1080,1.0000,17.6427,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
789,1920,1080,1.0000,18.0338,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
790,1920,1080,1.0000,18.3545,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
791,1920,1080,1.0000,17.1382,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
792,1920,1080,1.0000,17.1382,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
793,1920,1080,1.0000,16.6474,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
794,1920,1080,1.0000,16.3012,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
795,1920,1080,1.0000,15.4735,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
796,1920,1080,1.0000,15.4283,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
797,1920,1080,1.0000,15.4283,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
798,1920,1080,1.0000,19.3101,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
799,1920,1080,1.0000,13.3464,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
800,1920,1080,1.0000,13.3464,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
801,1920,1080,1.0000,14.0878,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
802,1920,1080,1.0000,14.1937,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
803,1920,1080,1.0000,12.6751,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
804,1920,1080,1.0000,12.1814,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
805,1920,1080,1.0000,10.8704,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
806,1920,1080,1.0000,9.8537,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
807,1920,1080,1.0000,9.2449,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
808,1920,1080,1.0000,8.9150,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
809,1920,1080,1.0000,8.9150,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
810,1920,1080,1.0000,9.1769,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
811,1920,1080,1.0000,9.3528,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
812,1920,1080,1.0000,9.3528,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
813,1920,1080,1.0000,9.8131,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
814,1920,1080,1.0000,9.8131,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
815,1920,1080,1.0000,10.0129,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
816,1920,1080,1.0000,10.3727,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
817,1920,1080,1.0000,10.5311,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
818,1920,1080,1.0000,10.4313,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
819,1920,1080,1.0000,10.4313,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
820,1920,1080,1.0000,11.0052,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
821,1920,1080,1.0000,11.1625,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
822,1920,1080,1.0000,11.4202,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
823,1920,1080,1.0000,11.4202,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
824,1920,1080,1.0000,11.9095,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
825,1920,1080,1.0000,12.1725,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
826,1920,1080,1.0000,12.5849,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
827,1920,1080,1.0000,12.5985,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
828,1920,1080,1.0000,12.5693,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
829,1920,1080,1.0000,12.2929,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
830,1920,1080,1.0000,12.1785,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
831,1920,1080,1.0000,11.7796,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
832,1920,1080,1.0000,11.7796,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
833,1920,1080,1.0000,11.3683,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
834,1920,1080,1.0000,11.3683,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
835,1920,1080,1.0000,11.6474,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
836,1920,1080,1.0000,11.9211,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
837,1920,1080,1.0000,11.9927,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
838,1920,1080,1.0000,11.8327,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
839,1920,1080,1.0000,11.8327,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
840,1920,1080,1.0000,12.1309,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
841,1920,1080,1.0000,11.9694,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
842,1920,1080,1.0000,11.6132,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
843,1920,1080,1.0000,11.6132,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
844,1920,1080,1.0000,11.3375,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
845,1920,1080,1.0000,11.3375,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
846,1920,1080,1.0000,11.3764,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
847,1920,1080,1.0000,11.3764,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
848,1920,1080,1.0000,11.2757,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
849,1920,1080,1.0000,11.1273,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
850,1920,1080,1.0000,10.9795,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
851,1920,1080,1.0000,10.8152,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
852,1920,1080,1.0000,10.8152,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
853,1920,1080,1.0000,10.8854,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
854,1920,1080,1.0000,11.0934,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
855,1920,1080,1.0000,11.0934,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
856,1920,1080,1.0000,11.1225,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
857,1920,1080,1.0000,11.1306,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
858,1920,1080,1.0000,11.1562,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
859,1920,1080,1.0000,11.1121,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
860,1920,1080,1.0000,11.0007,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
861,1920,1080,1.0000,11.0007,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
862,1920,1080,1.0000,11.0593,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
863,1920,1080,1.0000,10.8584,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
864,1920,1080,1.0000,10.8584,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
865,1920,1080,1.0000,10.9112,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
866,1920,1080,1.0000,10.8626,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
867,1920,1080,1.0000,10.8349,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
868,1920,1080,1.0000,10.7236,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
