Frame,psnr,integer_motion2,integer_motion,ssim,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,ms_ssim,vmaf,
1858,72.000000,7.082335,7.869353,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1859,72.000000,6.988851,7.082335,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
1860,72.000000,6.638812,6.988851,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
1861,72.000000,6.400188,6.638812,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
1862,72.000000,6.015207,6.400188,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
1863,72.000000,5.972134,6.015207,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
1864,72.000000,5.953529,5.972134,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
1865,72.000000,5.953529,5.953529,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
1866,72.000000,7.361537,7.980201,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
1867,72.000000,7.351121,7.361537,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
1868,72.000000,6.798619,7.351121,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999995,0.999995,1.000000,100.000000,
1869,72.000000,6.798619,6.798619,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999995,0.999995,1.000000,100.000000,
1870,72.000000,6.847294,6.847294,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999995,0.999995,1.000000,100.000000,
1871,72.000000,7.590754,7.590754,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
1872,72.000000,8.015511,8.015511,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
1873,72.000000,7.526767,8.100270,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,0.999999,0.999995,0.999995,0.999995,1.000000,100.000000,
1874,72.000000,6.904374,7.526767,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999995,0.999995,1.000000,100.000000,
1875,72.000000,6.462523,6.904374,1.000000,1.000002,1.000011,1.000000,1.000001,1.000001,0.999999,0.999995,0.999995,0.999995,1.000000,100.000000,
1876,72.000000,5.912794,6.462523,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,0.999999,0.999995,0.999994,0.999995,1.000000,100.000000,
1877,72.000000,5.806326,5.912794,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
1878,72.000000,5.806326,5.806326,1.000000,1.000002,1.000011,1.000000,1.000001,1.000001,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
1879,72.000000,5.833786,5.833786,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999994,1.000000,100.000000,
1880,72.000000,5.921456,5.921456,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999993,0.999994,1.000000,100.000000,
1881,72.000000,7.111259,7.111259,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999993,0.999994,1.000000,100.000000,
1882,72.000000,7.446929,7.446929,1.000000,1.000002,1.000011,1.000000,1.000000,1.000001,1.000000,0.999994,0.999993,0.999994,1.000000,100.000000,
1883,72.000000,8.495428,8.495428,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
1884,72.000000,8.770582,8.770582,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1885,72.000000,8.972836,8.972836,1.000000,1.000002,1.000011,1.000000,1.000001,1.000001,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1886,72.000000,9.198322,9.198322,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
1887,72.000000,9.147320,9.247992,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
1888,72.000000,9.147320,9.147320,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
1889,72.000000,9.109547,9.302574,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1890,72.000000,8.619047,9.109547,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1891,72.000000,8.619047,8.619047,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1892,72.000000,8.268706,8.620041,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1893,72.000000,7.230662,8.268706,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1894,72.000000,6.559083,7.230662,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1895,72.000000,6.246506,6.559083,1.000000,1.000002,1.000011,1.000000,1.000001,1.000001,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1896,72.000000,5.736401,6.246506,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1897,72.000000,5.402987,5.736401,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1898,72.000000,5.282684,5.402987,1.000000,1.000002,1.000011,1.000000,1.000001,1.000001,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1899,72.000000,5.282684,5.282684,1.000000,1.000002,1.000011,1.000000,1.000001,1.000001,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1900,72.000000,5.471323,5.471323,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1901,72.000000,5.777171,5.777171,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1902,72.000000,6.465331,6.465331,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1903,72.000000,7.138683,7.138683,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1904,72.000000,7.404060,7.404060,1.000000,1.000002,1.000011,1.000000,1.000001,1.000001,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1905,72.000000,10.040086,10.040086,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
1906,72.000000,9.444509,10.841378,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
1907,72.000000,9.444509,9.444509,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
1908,72.000000,9.882351,9.882351,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
1909,72.000000,10.168542,10.541001,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
1910,72.000000,9.602191,10.168542,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1911,72.000000,8.883088,9.602191,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
1912,72.000000,8.771901,8.883088,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
1913,72.000000,8.771901,8.771901,1.000000,1.000002,1.000011,1.000000,1.000000,1.000001,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
1914,72.000000,9.153881,9.153881,1.000000,1.000002,1.000011,1.000000,1.000001,1.000001,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
1915,72.000000,9.501657,9.501657,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1916,72.000000,10.798721,10.798721,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1917,72.000000,11.776066,11.776066,1.000000,1.000002,1.000011,1.000000,1.000001,1.000001,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1918,72.000000,7.875963,11.995837,1.000000,1.000002,1.000011,1.000000,1.000001,1.000001,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1919,72.000000,7.473983,7.875963,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1920,72.000000,7.473983,7.473983,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1921,72.000000,7.567916,7.567916,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1922,72.000000,7.778345,7.881307,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1923,72.000000,7.452719,7.778345,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1924,72.000000,7.125066,7.452719,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1925,72.000000,6.723319,7.125066,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1926,72.000000,6.665905,6.723319,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1927,72.000000,6.665905,6.665905,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1928,72.000000,6.929958,6.929958,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1929,72.000000,8.462385,8.462385,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1930,72.000000,7.929704,9.065673,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1931,72.000000,7.929704,7.929704,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1932,72.000000,8.042895,8.042895,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1933,72.000000,8.231013,8.417395,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1934,72.000000,8.218875,8.231013,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1935,72.000000,6.184795,8.218875,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1936,72.000000,6.184795,6.184795,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1937,72.000000,6.763855,6.763855,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1938,72.000000,6.225176,7.242799,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1939,72.000000,6.006527,6.225176,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1940,72.000000,5.587031,6.006527,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1941,72.000000,5.488267,5.587031,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1942,72.000000,5.488267,5.488267,1.000000,1.000002,1.000011,1.000000,1.000001,1.000001,1.000000,0.999993,0.999993,0.999994,1.000000,100.000000,
1943,72.000000,5.345971,5.601665,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999993,0.999993,0.999994,1.000000,100.000000,
1944,72.000000,5.345971,5.345971,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999993,0.999993,0.999994,1.000000,100.000000,
1945,72.000000,7.085862,7.154270,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999994,1.000000,100.000000,
1946,72.000000,7.053749,7.085862,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999994,1.000000,100.000000,
1947,72.000000,6.977902,7.053749,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999993,0.999994,0.999994,1.000000,100.000000,
1948,72.000000,6.973540,6.977902,1.000000,1.000002,1.000011,1.000000,1.000001,1.000001,1.000000,0.999993,0.999994,0.999994,1.000000,100.000000,
1949,72.000000,6.973540,6.973540,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999994,1.000000,100.000000,
1950,72.000000,7.017576,7.051900,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999994,1.000000,100.000000,
1951,72.000000,7.017576,7.017576,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999994,1.000000,100.000000,
1952,72.000000,7.061432,7.136724,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999994,1.000000,100.000000,
1953,72.000000,7.061432,7.061432,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1954,72.000000,7.235914,7.235914,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1955,72.000000,7.172265,7.236237,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1956,72.000000,7.172265,7.172265,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1957,72.000000,5.735488,7.234761,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1958,72.000000,5.687651,5.735488,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1959,72.000000,5.635583,5.687651,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1960,72.000000,5.635583,5.635583,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1961,72.000000,5.899832,5.899832,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1962,72.000000,5.969754,5.969754,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1963,72.000000,6.021510,6.101427,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1964,72.000000,5.985226,6.021510,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1965,72.000000,5.985226,5.985226,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1966,72.000000,6.079340,6.079340,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1967,72.000000,6.149852,6.149852,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1968,72.000000,6.145653,6.200601,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1969,72.000000,6.145653,6.145653,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1970,72.000000,6.287324,6.287324,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1971,72.000000,6.285501,6.515625,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1972,72.000000,6.285501,6.285501,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1973,72.000000,6.519599,6.519599,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999993,0.999994,0.999995,1.000000,100.000000,
1974,72.000000,6.595873,6.595873,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1975,72.000000,6.710249,6.710249,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999993,0.999994,0.999995,1.000000,100.000000,
1976,72.000000,6.860153,6.860153,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1977,72.000000,7.125238,7.327591,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999993,0.999994,0.999995,1.000000,100.000000,
1978,72.000000,7.125238,7.125238,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999995,1.000000,100.000000,
1979,72.000000,7.142037,7.142037,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999994,0.999994,0.999994,1.000000,100.000000,
1980,72.000000,7.430011,7.460690,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999993,0.999994,1.000000,100.000000,
1981,72.000000,7.430011,7.430011,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999993,0.999994,1.000000,100.000000,
1982,72.000000,7.434177,7.517433,1.000000,1.000002,1.000011,1.000000,1.000001,1.000001,1.000000,0.999994,0.999993,0.999994,1.000000,100.000000,
1983,72.000000,7.434177,7.434177,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999993,0.999993,0.999994,1.000000,100.000000,
1984,72.000000,7.240822,7.542625,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999993,0.999993,0.999994,1.000000,100.000000,
1985,72.000000,6.738259,7.240822,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999993,0.999993,0.999994,1.000000,100.000000,
1986,72.000000,6.738259,6.738259,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999993,0.999993,0.999994,1.000000,100.000000,
1987,72.000000,7.227690,7.227690,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999993,0.999993,0.999994,1.000000,100.000000,
1988,72.000000,7.327674,7.482992,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999993,0.999993,0.999993,1.000000,100.000000,
1989,72.000000,7.327674,7.327674,1.000000,1.000002,1.000011,1.000000,1.000000,1.000001,1.000000,0.999993,0.999993,0.999993,1.000000,100.000000,
1990,72.000000,7.578385,8.195566,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999993,0.999993,0.999993,1.000000,100.000000,
1991,72.000000,7.578385,7.578385,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999994,0.999993,0.999994,1.000000,100.000000,
1992,72.000000,7.837385,7.837385,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999994,0.999993,0.999994,1.000000,100.000000,
1993,72.000000,7.894468,7.894468,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999994,0.999993,0.999994,1.000000,100.000000,
1994,72.000000,7.301180,8.981989,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
1995,72.000000,7.301180,7.301180,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
1996,72.000000,7.868296,8.255705,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
1997,72.000000,7.078245,7.868296,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
1998,72.000000,7.078245,7.078245,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
1999,72.000000,7.034554,7.959893,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
2000,72.000000,6.972721,7.034554,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999995,0.999993,0.999993,1.000000,100.000000,
2001,72.000000,6.972721,6.972721,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
2002,72.000000,6.983434,6.991571,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
2003,72.000000,6.983434,6.983434,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
2004,72.000000,7.314973,7.348189,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
2005,72.000000,7.314973,7.314973,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
2006,72.000000,7.441495,7.441495,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
2007,72.000000,8.368539,8.368539,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
2008,72.000000,8.489379,9.733444,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
2009,72.000000,8.489379,8.489379,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
2010,72.000000,9.181013,9.181013,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
2011,72.000000,10.326590,10.326590,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
2012,72.000000,10.270724,10.370278,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
2013,72.000000,9.633416,10.270724,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
2014,72.000000,9.633416,9.633416,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
2015,72.000000,10.092162,10.092162,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
2016,72.000000,9.031914,10.572445,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
2017,72.000000,9.031914,9.031914,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
2018,72.000000,8.602229,9.092543,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
2019,72.000000,8.602229,8.602229,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
2020,72.000000,8.837481,8.837481,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
2021,72.000000,8.959013,8.959013,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
2022,72.000000,8.551807,9.003849,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
2023,72.000000,7.831571,8.551807,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
2024,72.000000,7.656414,7.831571,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
2025,72.000000,7.591255,7.656414,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999996,1.000000,100.000000,
2026,72.000000,7.591255,7.591255,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999996,1.000000,100.000000,
2027,72.000000,7.574147,7.674523,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999996,1.000000,100.000000,
2028,72.000000,7.574147,7.574147,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999996,0.999995,0.999996,1.000000,100.000000,
2029,72.000000,7.783854,7.783854,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999996,0.999995,0.999996,1.000000,100.000000,
2030,72.000000,8.045365,8.045365,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999996,1.000000,100.000000,
2031,72.000000,9.372025,9.372025,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999996,0.999995,0.999996,1.000000,100.000000,
2032,72.000000,9.685984,9.685984,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999996,0.999995,0.999996,1.000000,100.000000,
