Frame,psnr,integer_motion2,integer_motion,ssim,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,ms_ssim,vmaf,
518,72.000000,4.142466,4.250753,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
519,72.000000,4.142466,4.142466,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
520,72.000000,4.178524,4.178524,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
521,72.000000,4.192495,4.224599,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
522,72.000000,4.192495,4.192495,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
523,72.000000,4.216245,4.216245,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
524,72.000000,4.243393,4.243393,1.000000,1.000002,1.000011,1.000000,1.000000,1.000001,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
525,72.000000,4.253656,4.253656,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
526,72.000000,4.279187,4.279187,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
527,72.000000,4.348349,4.348349,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
528,72.000000,4.442549,4.442549,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
529,72.000000,4.491203,4.491203,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
530,72.000000,4.457767,4.544158,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
531,72.000000,4.457767,4.457767,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
532,72.000000,4.554640,4.643427,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
533,72.000000,4.554640,4.554640,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
534,72.000000,4.638978,4.655395,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
535,72.000000,4.638978,4.638978,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
536,72.000000,4.639828,4.651807,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
537,72.000000,4.639828,4.639828,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
538,72.000000,4.621606,4.776132,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
539,72.000000,4.621606,4.621606,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
540,72.000000,4.834892,4.834892,1.000000,1.000002,1.000011,1.000000,1.000000,1.000001,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
541,72.000000,5.116530,5.116530,1.000000,1.000002,1.000011,1.000000,1.000000,1.000001,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
542,72.000000,5.123741,5.123741,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
543,72.000000,5.149808,5.149808,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
544,72.000000,5.279984,5.284496,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
545,72.000000,5.279984,5.279984,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
546,72.000000,5.388253,5.388253,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
547,72.000000,5.514844,5.514844,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
548,72.000000,5.567506,5.567506,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
549,72.000000,5.626399,5.626399,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
550,72.000000,5.689094,5.689094,1.000000,1.000002,1.000011,1.000000,1.000001,1.000001,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
551,72.000000,5.754268,5.754268,1.000000,1.000002,1.000011,1.000000,1.000000,1.000001,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
552,72.000000,5.973577,5.973577,1.000000,1.000002,1.000011,1.000000,1.000000,1.000001,1.000000,0.999996,0.999995,0.999996,1.000000,100.000000,
553,72.000000,5.655771,5.997379,1.000000,1.000002,1.000011,1.000000,1.000000,1.000001,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
554,72.000000,5.626937,5.655771,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999997,0.999995,0.999996,1.000000,100.000000,
555,72.000000,5.565779,5.626937,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999997,0.999995,0.999996,1.000000,100.000000,
556,72.000000,5.272628,5.565779,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
557,72.000000,5.272628,5.272628,1.000000,1.000002,1.000011,1.000000,1.000000,1.000001,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
558,72.000000,5.320091,5.427388,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999997,0.999995,0.999995,1.000000,100.000000,
559,72.000000,5.320091,5.320091,1.000000,1.000002,1.000012,1.000000,1.000001,1.000001,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
560,72.000000,5.291445,5.361920,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
561,72.000000,5.284279,5.291445,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
562,72.000000,5.256062,5.284279,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
563,72.000000,5.256062,5.256062,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
564,72.000000,5.259446,5.419601,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
565,72.000000,5.259446,5.259446,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
566,72.000000,5.323771,5.323771,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
567,72.000000,5.427378,5.427378,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
568,72.000000,5.496913,5.496913,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
569,72.000000,5.457585,5.564002,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
570,72.000000,5.457585,5.457585,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
571,72.000000,5.499440,5.499440,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
572,72.000000,5.531782,5.531782,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
573,72.000000,5.823697,5.823697,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
574,72.000000,5.959015,5.959015,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
575,72.000000,6.220922,6.220922,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
576,72.000000,6.264833,6.521650,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
577,72.000000,5.797444,6.264833,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
578,72.000000,5.479517,5.797444,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
579,72.000000,5.003438,5.479517,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
580,72.000000,5.003438,5.003438,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
581,72.000000,5.042308,5.042308,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
582,72.000000,5.078764,5.078764,1.000000,1.000002,1.000011,1.000000,1.000000,1.000001,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
583,72.000000,5.155103,5.155103,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
584,72.000000,5.124365,5.237031,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
585,72.000000,5.054986,5.124365,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
586,72.000000,5.049582,5.054986,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
587,72.000000,5.049582,5.049582,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
588,72.000000,4.921723,5.216813,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
589,72.000000,4.921723,4.921723,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
590,72.000000,4.817592,4.924938,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
591,72.000000,4.817592,4.817592,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
592,72.000000,5.002377,5.002377,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
593,72.000000,5.240652,5.240652,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
594,72.000000,5.469524,5.469524,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
595,72.000000,6.030712,6.030712,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
596,72.000000,6.715590,6.715590,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
597,72.000000,7.666337,7.666337,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
598,72.000000,8.331312,8.331312,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
599,72.000000,8.924467,8.924467,1.000000,1.000002,1.000011,1.000000,1.000001,1.000001,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
600,72.000000,9.171811,9.171811,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
601,72.000000,9.511681,9.511681,1.000000,1.000002,1.000011,1.000000,1.000001,1.000001,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
602,72.000000,9.420323,9.645979,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
603,72.000000,8.736733,9.420323,1.000000,1.000002,1.000011,1.000000,1.000000,1.000001,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
604,72.000000,8.455648,8.736733,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
605,72.000000,7.871939,8.455648,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999995,0.999993,0.999994,1.000000,100.000000,
606,72.000000,7.191842,7.871939,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
607,72.000000,6.584861,7.191842,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
608,72.000000,6.079192,6.584861,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
609,72.000000,5.920533,6.079192,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
610,72.000000,5.729249,5.920533,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
611,72.000000,5.729249,5.729249,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
612,72.000000,5.644997,5.752387,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
613,72.000000,5.505554,5.644997,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
614,72.000000,5.505554,5.505554,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
615,72.000000,5.636770,5.636770,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
616,72.000000,5.706213,5.706213,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
617,72.000000,5.977869,6.009180,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
618,72.000000,5.977869,5.977869,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
619,72.000000,6.183438,6.183438,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
620,72.000000,6.283286,6.283286,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
621,72.000000,6.292999,6.292999,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
622,72.000000,6.297416,6.297416,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
623,72.000000,6.327127,6.328687,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
624,72.000000,6.327127,6.327127,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
625,72.000000,6.349332,6.415093,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
626,72.000000,6.172782,6.349332,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
627,72.000000,6.172782,6.172782,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
628,72.000000,6.355289,6.378927,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
629,72.000000,6.355289,6.355289,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
630,72.000000,6.702427,6.702427,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
631,72.000000,6.781886,6.781886,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
632,72.000000,7.311992,7.311992,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
633,72.000000,7.226665,7.621821,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
634,72.000000,6.933356,7.226665,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
635,72.000000,6.447307,6.933356,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
636,72.000000,6.017944,6.447307,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
637,72.000000,5.922688,6.017944,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
638,72.000000,5.922688,5.922688,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
639,72.000000,6.089817,6.089817,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
640,72.000000,6.123959,6.123959,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
641,72.000000,6.295828,6.302753,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
642,72.000000,6.295828,6.295828,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
643,72.000000,6.279515,6.363232,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
644,72.000000,6.279515,6.279515,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
645,72.000000,6.309539,6.309539,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
646,72.000000,6.381293,6.381293,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
647,72.000000,6.349828,6.423027,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
648,72.000000,6.349828,6.349828,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
649,72.000000,6.494887,6.494887,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
650,72.000000,6.592744,6.592744,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
651,72.000000,6.738215,6.738215,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
652,72.000000,6.782694,6.782694,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
653,72.000000,6.925934,6.925934,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999994,1.000000,100.000000,
654,72.000000,7.129843,7.129843,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
655,72.000000,7.339073,7.339073,1.000000,1.000002,1.000013,1.000000,1.000000,1.000001,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
656,72.000000,7.413597,7.413597,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
657,72.000000,7.552636,7.552636,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
658,72.000000,7.575062,7.575062,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999997,0.999995,0.999995,1.000000,100.000000,
659,72.000000,7.616487,7.616487,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999995,0.999995,1.000000,100.000000,
660,72.000000,7.856923,7.856923,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999997,0.999995,0.999995,1.000000,100.000000,
661,72.000000,8.087719,8.087719,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999995,0.999996,1.000000,100.000000,
662,72.000000,8.361185,8.361185,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
663,72.000000,8.633463,8.633463,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
664,72.000000,8.972800,8.972800,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
665,72.000000,9.104792,9.104792,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
666,72.000000,9.463770,9.463770,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
667,72.000000,9.669635,9.680727,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
668,72.000000,9.578360,9.669635,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
669,72.000000,9.578360,9.578360,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
670,72.000000,9.484022,9.738786,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
671,72.000000,9.416637,9.484022,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
672,72.000000,9.416637,9.416637,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
673,72.000000,9.516730,9.684402,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
674,72.000000,9.516730,9.516730,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
675,72.000000,9.781571,9.781571,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
676,72.000000,9.883936,9.883936,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
677,72.000000,9.667219,10.006402,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
678,72.000000,9.335403,9.667219,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999996,0.999996,1.000000,100.000000,
679,72.000000,9.335403,9.335403,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999996,1.000000,100.000000,
680,72.000000,9.175665,9.339928,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
681,72.000000,9.085949,9.175665,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
682,72.000000,8.674396,9.085949,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
683,72.000000,8.574962,8.674396,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
684,72.000000,8.574962,8.574962,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
685,72.000000,8.489177,8.617629,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
686,72.000000,8.489177,8.489177,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
687,72.000000,8.496400,8.496400,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
688,72.000000,8.603846,8.603846,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
689,72.000000,10.764279,10.764279,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
690,72.000000,10.553266,11.971384,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
691,72.000000,10.553266,10.553266,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999998,1.000000,100.000000,
692,72.000000,10.852592,10.852592,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999998,1.000000,100.000000,
693,72.000000,12.171683,12.171683,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
694,72.000000,12.376718,12.657071,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
